1.198832431644613727e+01	1.136197817332285087e-02	0.000000000000000000e+00
1.204536326027706394e+01	2.863570327003507887e-01	3.449237610692414569e-03
1.201441790457067782e+01	4.222334447727399964e-01	0.000000000000000000e+00
1.203062203257587193e+01	3.018226405962247672e-01	4.301432019863991527e-03
1.209072183934294742e+01	5.059973346052542009e-01	0.000000000000000000e+00
1.244136735890751488e+01	8.388190414874450163e-01	0.000000000000000000e+00
1.199246481008585263e+01	2.832908302819725499e-01	3.425829782194489762e-03
1.208799204102464131e+01	1.422913449164697475e-01	3.258550859719929176e-03
1.238582360144299166e+01	7.853949027206186262e-01	0.000000000000000000e+00
1.208968612779604612e+01	2.010309202819132446e-01	2.555328785829368964e-03
1.223981877744135538e+01	8.235759801332315222e-01	0.000000000000000000e+00
1.197636226124799563e+01	3.323072856398459618e-02	0.000000000000000000e+00
1.198294631592225556e+01	1.319370880325196338e-01	3.530342699047657115e-03
1.220249431691911290e+01	5.669707203056215672e-01	0.000000000000000000e+00
1.222855645108370659e+01	5.063134004659822773e-01	0.000000000000000000e+00
1.196290396784286081e+01	3.118318513956632176e-01	2.496067926878499984e-03
1.220250779942168862e+01	5.771448696577642368e-01	0.000000000000000000e+00
1.202551337116170416e+01	2.148548499177717064e-01	3.211795739920582198e-03
1.203255229063543652e+01	1.119326107777140339e-01	4.165647683667971814e-03
1.217943502096898811e+01	5.075218627689104256e-01	0.000000000000000000e+00
1.239440203075396063e+01	8.132349175044271128e-01	0.000000000000000000e+00
1.217432944632799341e+01	5.855756907569356073e-01	0.000000000000000000e+00
1.213356064049471073e+01	6.640316324562627326e-01	0.000000000000000000e+00
1.214968853211991906e+01	4.484829077910045814e-01	0.000000000000000000e+00
1.213088960341071143e+01	6.220120457046733886e-01	0.000000000000000000e+00
1.205435583474469574e+01	2.852982035407715666e-01	2.891132546259678800e-03
1.209699493224127842e+01	6.208189938597230562e-02	0.000000000000000000e+00
1.201537308137700322e+01	4.621111446382881738e-01	0.000000000000000000e+00
1.201834787375099900e+01	2.938936448415379599e-01	2.519921912849559017e-03
1.196710971839657667e+01	2.733422994951109630e-01	4.670506338056842552e-03
1.211514062924905133e+01	4.881388605467358310e-01	0.000000000000000000e+00
1.208939368910669998e+01	2.407961301083570427e-01	2.606443849662849581e-03
1.196290536602950638e+01	1.374969743713088111e-01	2.880871242732776279e-03
1.205462601812276269e+01	4.819564083587434267e-01	0.000000000000000000e+00
1.200467929858458938e+01	1.363302779144576204e-02	0.000000000000000000e+00
1.196492187228501258e+01	1.524401723546038590e-01	2.769312231053698212e-03
1.207632292572849231e+01	3.733644880020408618e-01	2.387430596685675109e-03
1.203874109655031788e+01	5.098447976098281487e-01	0.000000000000000000e+00
1.207619422239376128e+01	9.917153948044490908e-02	0.000000000000000000e+00
1.201501166844405866e+01	3.368941670038102520e-01	9.606303241834254075e-03
1.202515533178108598e+01	2.856676163390864387e-01	2.391934352928687651e-03
1.211766370294102479e+01	2.249635071712107470e-01	2.974929904355660092e-03
1.208328418810121185e+01	1.393676089922720740e-01	5.479306585403768623e-03
1.208520636174389651e+01	2.810470183739336436e-01	2.497084748880629059e-03
1.219848891147962711e+01	4.990015248669881776e-01	0.000000000000000000e+00
1.219072289761310657e+01	6.927630037957264175e-01	0.000000000000000000e+00
1.193974379398678209e+01	2.056256397132682490e-01	5.131578403962572081e-03
1.199441562730410205e+01	3.219585269536582861e-01	3.093662709489184044e-03
1.230599938525845261e+01	7.157696547024412492e-01	0.000000000000000000e+00
1.228989308933403279e+01	6.839002658280797231e-01	0.000000000000000000e+00
1.213314264560394840e+01	4.888555385322957969e-01	0.000000000000000000e+00
1.214029019898073791e+01	3.403664125973431265e-01	2.600039693853888143e-03
1.199593482766800356e+01	3.718363318299372500e-02	0.000000000000000000e+00
1.201577801464589790e+01	1.806061724342411523e-02	0.000000000000000000e+00
1.199510639854925742e+01	3.622705318491951654e-01	2.350689646658468950e-03
1.193244936458418159e+01	1.204280763000147719e-01	5.520212197129120354e-03
1.193746928929151530e+01	2.137819230731646536e-01	2.920279184574120328e-03
1.216629174299315785e+01	6.360873903286830000e-01	0.000000000000000000e+00
1.207876018463664458e+01	4.638679019372552448e-01	0.000000000000000000e+00
1.201921937265291973e+01	4.224199508371543899e-01	0.000000000000000000e+00
1.212345594038912822e+01	2.157851190026034982e-01	2.839873164988318283e-03
1.207006040999212892e+01	2.951038208554795372e-01	2.745705735594159130e-03
1.240655517390224638e+01	8.043316144347637531e-01	0.000000000000000000e+00
1.207892199903082364e+01	2.547922827309041516e-01	2.760723169891649009e-03
1.201966586916100965e+01	1.500132539841023682e-01	3.347758637425308006e-03
1.245064211224734407e+01	8.577805376199540977e-01	0.000000000000000000e+00
1.200453647462947337e+01	1.897345241792801340e-01	2.756546870546225728e-03
1.224672835763482936e+01	6.284190605538679808e-01	0.000000000000000000e+00
1.194748477965394429e+01	3.218551395163499196e-01	2.765340720253251384e-03
1.209255140379913840e+01	1.355969233138945018e-01	2.524874076388338232e-03
1.221567743464299127e+01	7.819582387900352316e-01	0.000000000000000000e+00
1.229689310566770821e+01	8.840549776636840162e-01	0.000000000000000000e+00
1.211630238833263817e+01	2.112585182711517184e-01	3.054275240034492675e-03
1.195859096928895937e+01	1.364447192439749434e-01	2.726576953564209017e-03
1.204660955942094702e+01	3.221937754178674784e-02	0.000000000000000000e+00
1.211122135757860718e+01	3.221345839408942258e-01	2.883344051952657812e-03
1.199741255748127244e+01	3.688648911416188003e-01	4.448826413611758901e-03
1.206058333993000531e+01	1.240933612811785242e-01	2.670482437371963363e-03
1.206023210638082155e+01	1.833671777169438577e-01	3.200873716010486057e-03
1.200838854443990300e+01	3.828370262303272265e-01	3.008386424901919251e-03
1.191754417716850867e+01	9.940114916341349915e-02	0.000000000000000000e+00
1.199232336865046911e+01	3.325524279399508787e-01	3.890113749703014677e-03
1.200905267276195865e+01	3.799892957075018396e-02	0.000000000000000000e+00
1.265898465231378012e+01	1.161096048745886566e+00	0.000000000000000000e+00
1.202712630044315212e+01	1.523221831076961852e-01	2.863115722054747000e-03
1.194153880147439750e+01	2.507641742711965716e-01	4.162002484537882623e-03
1.214820315004736706e+01	3.169941732694245284e-01	3.352119110664849872e-03
1.212221983290409710e+01	2.474785091206727905e-01	4.128985298864597080e-03
1.194429061499352862e+01	1.965744170182271711e-01	3.270723902396501393e-03
1.193730931989900590e+01	6.437262885539832280e-02	0.000000000000000000e+00
1.190281325868983409e+01	4.358254898526382759e-02	0.000000000000000000e+00
1.198411687071868315e+01	1.861181134475927978e-01	2.587498760834412975e-03
1.196069561220834387e+01	9.216687408409032778e-02	0.000000000000000000e+00
1.202688437898368257e+01	9.295411106724393857e-02	0.000000000000000000e+00
1.227661613797611473e+01	6.118633911267792325e-01	0.000000000000000000e+00
1.202948100165997403e+01	6.108382501840037282e-03	0.000000000000000000e+00
1.196283482042036361e+01	1.515099049150070709e-01	3.119278907881975395e-03
1.225688703104431632e+01	6.293647088269633816e-01	0.000000000000000000e+00
1.225956200016518416e+01	7.893001721503869472e-01	0.000000000000000000e+00
1.239363237400666762e+01	8.110566579389980602e-01	0.000000000000000000e+00
1.197276281872449033e+01	5.808791313490402342e-02	0.000000000000000000e+00
1.206354811239567582e+01	1.908595823524072976e-01	2.900072197337916040e-03
1.218458009619615190e+01	4.620587191794506277e-01	0.000000000000000000e+00
1.193705360532543835e+01	1.858837867403351218e-01	2.350320840157499487e-03
1.231826666061521180e+01	8.591596987379740424e-01	0.000000000000000000e+00
1.198811412213142624e+01	4.063717557379247225e-01	0.000000000000000000e+00
1.206696395245933573e+01	2.238077224865487325e-01	4.187468263807542397e-03
1.210139655237594525e+01	4.915856902248108007e-01	0.000000000000000000e+00
1.215434095366668288e+01	3.517800361925971786e-01	2.502504415216076812e-03
1.190332555835115258e+01	2.973884877390253756e-04	0.000000000000000000e+00
1.204913122377325863e+01	1.221021020487606801e-01	2.683449699279283427e-03
1.215338541453297339e+01	6.671470846426074131e-01	0.000000000000000000e+00
1.201568937368664791e+01	1.487337523320588772e-01	4.291159023715822828e-03
1.192158239457056546e+01	1.409200292365733187e-01	2.766823603137794334e-03
1.202248788544329727e+01	6.252018203699399868e-02	0.000000000000000000e+00
1.225230852396827608e+01	6.067538708507951295e-01	0.000000000000000000e+00
1.238579589275801673e+01	8.566603431008248393e-01	0.000000000000000000e+00
1.235942862288181132e+01	7.174887666664825359e-01	0.000000000000000000e+00
1.219587144581577576e+01	4.406349291981928040e-01	0.000000000000000000e+00
1.200029740671245193e+01	5.578084467480363962e-02	0.000000000000000000e+00
1.229094438115429000e+01	7.734760840970495988e-01	0.000000000000000000e+00
1.194620200413738509e+01	1.924751082638512523e-01	3.522229759166792783e-03
1.209169234300561513e+01	4.768415038423057251e-01	0.000000000000000000e+00
1.204749347131021509e+01	3.408812935581737036e-01	2.535527169753147396e-03
1.197668560320459363e+01	2.557334685155799314e-01	2.704252070448231321e-03
1.229351673654361043e+01	6.729392227763613121e-01	0.000000000000000000e+00
1.202395426394392963e+01	4.861680086391595990e-01	0.000000000000000000e+00
1.209861817606005374e+01	2.738477526741009416e-01	4.206452282614058305e-03
1.221379688013810139e+01	5.652995794939621454e-01	0.000000000000000000e+00
1.212250463926205946e+01	3.066959068418853018e-01	2.475019856024781618e-03
1.194449034293194600e+01	2.949467266286472933e-01	2.547821521774075362e-03
1.210286405795503306e+01	2.231425930988128192e-01	5.816511063900037942e-03
1.200953340089333921e+01	1.925452946748211491e-01	2.752983841196945079e-03
1.210926741048347033e+01	2.648940233332303107e-01	3.743490680272268997e-03
1.197483383847588811e+01	3.269011751747412375e-02	0.000000000000000000e+00
1.222966158005158022e+01	6.791758747980696231e-01	0.000000000000000000e+00
1.203465289372193503e+01	4.862278728525099569e-01	0.000000000000000000e+00
1.195775749878335681e+01	2.435860097014663495e-01	2.354504160403279520e-03
1.255702252381483319e+01	9.740892020608865609e-01	0.000000000000000000e+00
1.200367078853009417e+01	3.470964700690176152e-01	2.491310199750836150e-03
1.202473786438819303e+01	7.424973268564005746e-02	0.000000000000000000e+00
1.223701824964857110e+01	5.236664345737161996e-01	0.000000000000000000e+00
1.201346622013818433e+01	1.064931212013207340e-01	4.532996980078435149e-03
1.193701156067178637e+01	1.879590375188886775e-01	4.306008583540841574e-03
1.203684872878865519e+01	1.974354937260507092e-01	3.368155326569139633e-03
1.230823401122366079e+01	7.603433057323354394e-01	0.000000000000000000e+00
1.209055987108313701e+01	4.397183499317367517e-01	0.000000000000000000e+00
1.197189427224852132e+01	1.012586961880682646e-01	7.378201764610583212e-03
1.203520320792492981e+01	2.409384086783981360e-01	2.497364275068586145e-03
1.219777978528785667e+01	5.479059920533890793e-01	0.000000000000000000e+00
1.206484425573246178e+01	3.350085482217933230e-01	3.085397488779355671e-03
1.211940102909217742e+01	2.887784149244130849e-01	2.667050985924556642e-03
1.207520214652809187e+01	3.292947038605192889e-02	0.000000000000000000e+00
1.194060988656395317e+01	1.484090996530387785e-02	0.000000000000000000e+00
1.211841780742803820e+01	4.660283625897078119e-01	0.000000000000000000e+00
1.208505366356677158e+01	3.114502118565719568e-01	4.944842109973261908e-03
1.215069850488364445e+01	6.550925718712898860e-01	0.000000000000000000e+00
1.215826979997064505e+01	6.750099348006258770e-01	0.000000000000000000e+00
1.209273523740776390e+01	1.705481907722737889e-01	3.852223297155292232e-03
1.213230387023687129e+01	5.722068648752601794e-01	0.000000000000000000e+00
1.201528238951657457e+01	1.636929008452375212e-01	3.703359819539652972e-03
1.211220183544415008e+01	3.270288292605093572e-01	9.548076159240250285e-03
1.199689219358651826e+01	5.495125028596023475e-02	0.000000000000000000e+00
1.207166032431631209e+01	2.879486902199407394e-01	4.927736801169792236e-03
1.235382664372389350e+01	8.934772830034376501e-01	0.000000000000000000e+00
1.208868483096759228e+01	3.968697624321426698e-01	9.115103279975514394e-03
1.215679542510839006e+01	5.567084579280899836e-01	0.000000000000000000e+00
1.206545671107430628e+01	1.240916030752812482e-01	5.674347721379101143e-03
1.197040369944808624e+01	2.568636641528726505e-01	3.668684545288814717e-03
1.200458665433186667e+01	2.504327862437564778e-01	3.147750024252128891e-03
1.201354865951350881e+01	2.126805124941360536e-01	2.426788755604431490e-03
