   0.02182    0.00009
   0.04209    0.00009
   0.07511    0.00010
  -0.05199    0.00012
  -0.00098    0.00009
  -0.04323    0.00011
   0.03562    0.00009
   0.07581    0.00010
   0.00224    0.00009
  -0.01639    0.00010
  -0.00768    0.00009
  -0.03190    0.00011
   0.00118    0.00009
  -0.00167    0.00009
   0.04906    0.00009
   0.00550    0.00009
   0.01232    0.00009
  -0.02247    0.00010
   0.08810    0.00011
  -0.04691    0.00012
  -0.04573    0.00012
  -0.03708    0.00011
  -0.03520    0.00011
   0.02483    0.00009
  -0.03555    0.00011
   0.00146    0.00009
   0.00465    0.00009
   0.01611    0.00009
  -0.00634    0.00009
   0.01453    0.00009
   0.09340    0.00012
   0.09416    0.00012
   0.09629    0.00012
  -0.01655    0.00010
   0.05364    0.00009
  -0.00213    0.00009
   0.09511    0.00012
   0.03436    0.00009
   0.08247    0.00011
   0.00765    0.00009
   0.09131    0.00011
  -0.05009    0.00012
  -0.04408    0.00011
   0.07777    0.00010
  -0.03411    0.00011
  -0.03249    0.00011
  -0.04182    0.00011
  -0.01656    0.00010
   0.03712    0.00009
   0.01379    0.00009
  -0.03459    0.00011
   0.03049    0.00009
   0.01156    0.00009
   0.03929    0.00009
  -0.00154    0.00009
  -0.04535    0.00012
  -0.04144    0.00011
   0.00464    0.00009
  -0.04855    0.00012
  -0.03642    0.00011
  -0.03568    0.00011
  -0.04605    0.00012
   0.02111    0.00009
   0.01164    0.00009
  -0.00620    0.00009
  -0.01183    0.00010
  -0.00591    0.00009
   0.00149    0.00009
  -0.04496    0.00012
   0.01820    0.00009
  -0.03947    0.00011
  -0.04654    0.00012
   0.05396    0.00009
  -0.00547    0.00009
   0.01798    0.00009
  -0.03425    0.00011
  -0.02019    0.00010
  -0.03653    0.00011
   0.03212    0.00009
  -0.03840    0.00011
   0.07191    0.00010
   0.07752    0.00010
   0.02441    0.00009
  -0.02866    0.00010
  -0.03602    0.00011
  -0.01669    0.00010
  -0.05207    0.00012
   0.04847    0.00009
  -0.01864    0.00010
   0.03871    0.00009
   0.03452    0.00009
   0.03619    0.00009
   0.03008    0.00009
   0.04842    0.00009
   0.02354    0.00009
   0.08765    0.00011
   0.02155    0.00009
   0.02439    0.00009
   0.00343    0.00009
   0.02625    0.00009
  -0.00194    0.00009
   0.08383    0.00011
   0.04916    0.00009
   0.02071    0.00009
   0.04228    0.00009
  -0.05028    0.00012
   0.01139    0.00009
  -0.03421    0.00011
   0.05854    0.00009
  -0.05211    0.00012
   0.03117    0.00009
  -0.04068    0.00011
   0.07065    0.00010
   0.02832    0.00009
  -0.01357    0.00010
  -0.03151    0.00011
  -0.02869    0.00010
   0.01125    0.00009
  -0.00495    0.00009
  -0.04172    0.00011
   0.02581    0.00009
   0.01522    0.00009
  -0.03278    0.00011
  -0.02711    0.00010
   0.03926    0.00009
   0.01131    0.00009
   0.01211    0.00009
  -0.03411    0.00011
  -0.03489    0.00011
   0.00527    0.00009
  -0.02073    0.00010
   0.05985    0.00010
   0.03358    0.00009
  -0.01787    0.00010
   0.01431    0.00009
  -0.02171    0.00010
   0.07063    0.00010
   0.01777    0.00009
  -0.02917    0.00010
   0.01063    0.00009
  -0.03222    0.00011
   0.05086    0.00009
  -0.05063    0.00012
  -0.02432    0.00010
   0.05647    0.00009
  -0.03298    0.00011
  -0.02164    0.00010
  -0.00068    0.00009
  -0.02015    0.00010
  -0.04138    0.00011
  -0.02015    0.00010
   0.06492    0.00010
  -0.03246    0.00011
   0.01374    0.00009
   0.02830    0.00009
   0.01769    0.00009
   0.03476    0.00009
   0.01912    0.00009
  -0.01374    0.00010
  -0.04679    0.00012
  -0.02696    0.00010
  -0.00843    0.00009
  -0.04262    0.00011
  -0.02493    0.00010
  -0.05045    0.00012
  -0.02028    0.00010
   0.00692    0.00009
  -0.02975    0.00010
  -0.03669    0.00011
   0.00191    0.00009
  -0.00482    0.00009
   0.01639    0.00009
   0.00236    0.00009
   0.04352    0.00009
   0.03632    0.00009
  -0.00114    0.00009
   0.00451    0.00009
   0.00189    0.00009
   0.03610    0.00009
   0.01581    0.00009
  -0.04872    0.00012
  -0.01918    0.00010
   0.00754    0.00009
   0.02042    0.00009
   0.02051    0.00009
   0.09351    0.00012
   0.06407    0.00010
  -0.04245    0.00011
   0.00628    0.00009
  -0.01790    0.00010
   0.07076    0.00010
  -0.01701    0.00010
   0.02792    0.00009
  -0.04912    0.00012
  -0.04105    0.00011
   0.02005    0.00009
  -0.01934    0.00010
  -0.03116    0.00010
  -0.00830    0.00009
  -0.02347    0.00010
   0.03978    0.00009
  -0.05163    0.00012
  -0.04676    0.00012
   0.06647    0.00010
  -0.04709    0.00012
  -0.03104    0.00010
   0.04114    0.00009
   0.06146    0.00010
   0.07099    0.00010
  -0.04912    0.00012
   0.03048    0.00009
  -0.01458    0.00010
   0.00079    0.00009
   0.05230    0.00009
   0.02505    0.00009
   0.01005    0.00009
  -0.01105    0.00010
  -0.04349    0.00011
   0.04411    0.00009
  -0.00185    0.00009
  -0.02114    0.00010
   0.03401    0.00009
  -0.04146    0.00011
  -0.01218    0.00010
   0.03693    0.00009
  -0.03966    0.00011
  -0.03176    0.00011
   0.02665    0.00009
  -0.02962    0.00010
   0.08032    0.00011
  -0.01570    0.00010
   0.01758    0.00009
  -0.01054    0.00010
  -0.03170    0.00011
   0.04668    0.00009
  -0.04753    0.00012
   0.02412    0.00009
  -0.02811    0.00010
  -0.03816    0.00011
   0.00411    0.00009
  -0.00984    0.00009
   0.02100    0.00009
  -0.04921    0.00012
  -0.01694    0.00010
  -0.02651    0.00010
   0.05719    0.00009
  -0.01364    0.00010
  -0.03291    0.00011
  -0.01884    0.00010
  -0.03863    0.00011
  -0.02874    0.00010
  -0.04967    0.00012
   0.06965    0.00010
  -0.00849    0.00009
   0.00797    0.00009
   0.00848    0.00009
   0.00650    0.00009
  -0.03001    0.00010
   0.04414    0.00009
   0.02753    0.00009
   0.00095    0.00009
  -0.02185    0.00010
   0.01259    0.00009
  -0.01701    0.00010
   0.08192    0.00011
   0.01628    0.00009
  -0.00923    0.00009
  -0.03951    0.00011
